cluster_final,tag,count,share_of_cluster,cluster_size
6,врачи,130,0.5263157894736842,247
6,аптека,29,0.11740890688259109,247
6,коронавирус,8,0.032388663967611336,247
6,мужчины,7,0.02834008097165992,247
6,муж и жена,6,0.024291497975708502,247
6,секс,5,0.020242914979757085,247
6,блондинки,5,0.020242914979757085,247
6,дети,5,0.020242914979757085,247
6,девушки,5,0.020242914979757085,247
6,сантехник,4,0.016194331983805668,247
6,диета,4,0.016194331983805668,247
6,сигареты,4,0.016194331983805668,247
6,о жизни,4,0.016194331983805668,247
6,студент,3,0.012145748987854251,247
6,наркотики,3,0.012145748987854251,247
6,новые русские,3,0.012145748987854251,247
6,работа,3,0.012145748987854251,247
6,отдых,3,0.012145748987854251,247
6,Рабинович,3,0.012145748987854251,247
6,Одесса,3,0.012145748987854251,247
6,водка,3,0.012145748987854251,247
6,чукча,2,0.008097165991902834,247
6,инструкции,2,0.008097165991902834,247
6,грипп,2,0.008097165991902834,247
6,гаи,2,0.008097165991902834,247
6,спорт,2,0.008097165991902834,247
6,милиция,2,0.008097165991902834,247
6,реклама,2,0.008097165991902834,247
6,объявления,2,0.008097165991902834,247
6,деньги,2,0.008097165991902834,247
6,Украина,1,0.004048582995951417,247
6,пиво,1,0.004048582995951417,247
6,пожарный,1,0.004048582995951417,247
6,Челябинск,1,0.004048582995951417,247
6,8 марта,1,0.004048582995951417,247
6,тараканы,1,0.004048582995951417,247
6,космос,1,0.004048582995951417,247
6,геи,1,0.004048582995951417,247
6,интернет,1,0.004048582995951417,247
6,бесплатное,1,0.004048582995951417,247
6,егэ,1,0.004048582995951417,247
6,пошлые,1,0.004048582995951417,247
6,почта,1,0.004048582995951417,247
6,тёща,1,0.004048582995951417,247
6,школа,1,0.004048582995951417,247
6,звёзды,1,0.004048582995951417,247
6,юмор,1,0.004048582995951417,247
6,Навальный,1,0.004048582995951417,247
6,политика,1,0.004048582995951417,247
7,Ржевский,33,0.13692946058091288,241
7,чапаев,30,0.12448132780082988,241
7,Винни-Пух,17,0.07053941908713693,241
7,Иван-царевич,14,0.058091286307053944,241
7,золотая рыбка,11,0.04564315352697095,241
7,Красная Шапочка,9,0.03734439834024896,241
7,работа,8,0.03319502074688797,241
7,богатыри,7,0.029045643153526972,241
7,рыбалка,6,0.024896265560165973,241
7,охота,6,0.024896265560165973,241
7,животные,5,0.02074688796680498,241
7,Буратино,5,0.02074688796680498,241
7,мужчины,5,0.02074688796680498,241
7,студент,4,0.016597510373443983,241
7,Украина,4,0.016597510373443983,241
7,пиво,4,0.016597510373443983,241
7,блондинки,4,0.016597510373443983,241
7,Пушкин,3,0.012448132780082987,241
7,таможня,3,0.012448132780082987,241
7,чукча,3,0.012448132780082987,241
7,гаи,3,0.012448132780082987,241
7,Колобок,3,0.012448132780082987,241
7,Адам и Ева,3,0.012448132780082987,241
7,тараканы,3,0.012448132780082987,241
7,Муму,3,0.012448132780082987,241
7,о жизни,3,0.012448132780082987,241
7,Баба-Яга,2,0.008298755186721992,241
